username,anime_id,my_watched_episodes,my_start_date,my_finish_date,my_score,my_status,my_rewatching,my_rewatching_ep,my_last_updated,my_tags
xTheFallenx,9063,1,0000-00-00,0000-00-00,8,2,0.0,0,1290977967,
xTheFallenx,9117,0,0000-00-00,0000-00-00,0,6,0.0,0,1304276434,
xTheFallenx,9120,1,0000-00-00,0000-00-00,8,2,0.0,0,1295640011,
xTheFallenx,9181,12,0000-00-00,0000-00-00,9,2,,0,1300546035,
xTheFallenx,9201,3,0000-00-00,0000-00-00,7,2,,0,1326324591,
xTheFallenx,9213,0,0000-00-00,0000-00-00,0,6,0.0,0,1308128182,
xTheFallenx,9260,1,0000-00-00,0000-00-00,9,2,0.0,0,1506159753,
xTheFallenx,9289,0,0000-00-00,0000-00-00,0,6,0.0,0,1340060816,
xTheFallenx,9330,12,0000-00-00,0000-00-00,8,2,0.0,0,1303180690,
xTheFallenx,9335,1,0000-00-00,0000-00-00,0,1,0.0,0,1292697765,
xTheFallenx,9347,1,0000-00-00,0000-00-00,6,2,0.0,0,1303904465,
xTheFallenx,9362,6,0000-00-00,0000-00-00,8,2,0.0,0,1358205339,
xTheFallenx,9367,12,0000-00-00,0000-00-00,8,2,0.0,0,1358800102,
xTheFallenx,9379,12,0000-00-00,0000-00-00,8,2,0.0,0,1310889902,
xTheFallenx,9471,2,0000-00-00,0000-00-00,8,2,0.0,0,1326787667,
xTheFallenx,9513,15,0000-00-00,0000-00-00,8,1,0.0,0,1304505694,
xTheFallenx,9515,1,0000-00-00,0000-00-00,8,2,0.0,0,1464988631,
xTheFallenx,9581,0,0000-00-00,0000-00-00,0,6,0.0,0,1293194263,
xTheFallenx,9587,12,0000-00-00,0000-00-00,9,2,0.0,0,1301778609,
xTheFallenx,9598,0,0000-00-00,0000-00-00,0,6,0.0,0,1358263323,
xTheFallenx,9618,1,0000-00-00,0000-00-00,8,2,0.0,0,1314114697,
xTheFallenx,9656,12,0000-00-00,0000-00-00,8,2,0.0,0,1372629340,
xTheFallenx,9690,1,0000-00-00,0000-00-00,7,2,0.0,0,1293138054,
xTheFallenx,9731,2,0000-00-00,0000-00-00,3,2,0.0,0,1295921658,
xTheFallenx,9736,12,0000-00-00,0000-00-00,9,2,0.0,0,1408272814,
xTheFallenx,9756,0,0000-00-00,0000-00-00,0,6,0.0,0,1307668771,
xTheFallenx,9790,0,0000-00-00,0000-00-00,0,6,0.0,0,1293548675,
xTheFallenx,9919,25,0000-00-00,0000-00-00,5,2,0.0,0,1357987098,
xTheFallenx,9922,0,0000-00-00,0000-00-00,0,6,0.0,0,1311914412,
xTheFallenx,9924,1,0000-00-00,0000-00-00,9,2,0.0,0,1357659511,
xTheFallenx,9925,1,0000-00-00,0000-00-00,8,2,0.0,0,1304272951,
xTheFallenx,9936,0,0000-00-00,0000-00-00,0,1,0.0,0,1318017341,
xTheFallenx,9941,25,0000-00-00,0000-00-00,9,2,0.0,0,1390489546,
xTheFallenx,9958,1,0000-00-00,0000-00-00,8,2,0.0,0,1472072676,
xTheFallenx,9969,51,0000-00-00,0000-00-00,10,2,0.0,0,1349783196,
xTheFallenx,9982,0,0000-00-00,0000-00-00,0,6,0.0,0,1301777593,
xTheFallenx,9989,11,0000-00-00,0000-00-00,9,2,0.0,0,1356412170,
xTheFallenx,10012,1,0000-00-00,0000-00-00,10,1,0.0,0,1321282150,
xTheFallenx,10020,2,0000-00-00,0000-00-00,0,1,0.0,0,1304167497,
xTheFallenx,10049,0,0000-00-00,0000-00-00,0,6,0.0,0,1295919467,
xTheFallenx,10067,1,0000-00-00,0000-00-00,10,2,0.0,0,1329336430,
xTheFallenx,10075,1,0000-00-00,0000-00-00,8,2,0.0,0,1337554773,
xTheFallenx,10076,2,0000-00-00,0000-00-00,7,2,0.0,0,1378057482,
xTheFallenx,10079,12,0000-00-00,0000-00-00,6,2,0.0,0,1335796367,
xTheFallenx,10080,12,0000-00-00,0000-00-00,10,2,,0,1310369331,
xTheFallenx,10110,13,0000-00-00,0000-00-00,8,2,0.0,0,1361560040,
xTheFallenx,10119,8,0000-00-00,0000-00-00,9,2,0.0,0,1429806132,
xTheFallenx,10152,1,0000-00-00,0000-00-00,7,2,0.0,0,1301227504,
xTheFallenx,10155,13,0000-00-00,0000-00-00,8,2,0.0,0,1309871048,
xTheFallenx,10156,0,0000-00-00,0000-00-00,0,6,0.0,0,1316206226,
xTheFallenx,10163,0,0000-00-00,0000-00-00,0,6,0.0,0,1308009852,
xTheFallenx,10165,0,0000-00-00,0000-00-00,0,1,0.0,0,1313408438,
xTheFallenx,10196,0,0000-00-00,0000-00-00,0,6,0.0,0,1306035143,
xTheFallenx,10209,2,0000-00-00,0000-00-00,8,2,0.0,0,1374021222,
xTheFallenx,10213,12,0000-00-00,0000-00-00,7,2,0.0,0,1325018515,
xTheFallenx,10216,13,0000-00-00,0000-00-00,8,2,0.0,0,1371534161,
xTheFallenx,10217,0,0000-00-00,0000-00-00,0,6,0.0,0,1311951774,
xTheFallenx,10218,0,0000-00-00,0000-00-00,0,6,0.0,0,1322222771,
xTheFallenx,10219,1,0000-00-00,0000-00-00,7,2,0.0,0,1325244258,
xTheFallenx,10278,25,0000-00-00,0000-00-00,8,2,0.0,0,1373313709,
xTheFallenx,10294,1,0000-00-00,0000-00-00,7,2,0.0,0,1412517221,
xTheFallenx,10372,13,0000-00-00,0000-00-00,9,2,0.0,0,1319031318,
xTheFallenx,10396,12,0000-00-00,0000-00-00,8,2,0.0,0,1357594744,
xTheFallenx,10456,13,0000-00-00,0000-00-00,10,2,0.0,0,1329164136,
xTheFallenx,10464,10,0000-00-00,0000-00-00,10,2,0.0,0,1366632703,
xTheFallenx,10465,0,0000-00-00,0000-00-00,0,6,0.0,0,1316041442,
xTheFallenx,10470,1,0000-00-00,0000-00-00,7,2,0.0,0,1473992333,
xTheFallenx,10477,1,0000-00-00,0000-00-00,7,2,0.0,0,1435924134,
xTheFallenx,10495,12,0000-00-00,0000-00-00,7,2,0.0,0,1382726625,
xTheFallenx,10521,13,0000-00-00,0000-00-00,9,2,0.0,0,1366387683,
xTheFallenx,10532,0,0000-00-00,0000-00-00,0,6,0.0,0,1307668368,
xTheFallenx,10572,12,0000-00-00,0000-00-00,7,2,0.0,0,1359080071,
xTheFallenx,10578,12,0000-00-00,0000-00-00,8,2,0.0,0,1343608818,
xTheFallenx,10582,1,0000-00-00,0000-00-00,8,2,0.0,0,1433873407,
xTheFallenx,10588,25,0000-00-00,0000-00-00,10,2,0.0,0,1412770352,
xTheFallenx,10620,0,0000-00-00,0000-00-00,0,1,0.0,0,1323872310,
xTheFallenx,10638,0,0000-00-00,0000-00-00,0,6,0.0,0,1310890137,
xTheFallenx,10711,12,0000-00-00,0000-00-00,9,2,0.0,0,1367081686,
xTheFallenx,10713,1,0000-00-00,0000-00-00,7,2,0.0,0,1412517263,
xTheFallenx,10714,1,0000-00-00,0000-00-00,7,2,0.0,0,1412517290,
xTheFallenx,10715,1,0000-00-00,0000-00-00,7,2,0.0,0,1412517308,
xTheFallenx,10716,1,0000-00-00,0000-00-00,7,2,0.0,0,1412517344,
xTheFallenx,10717,1,0000-00-00,0000-00-00,7,2,0.0,0,1412517353,
xTheFallenx,10719,12,0000-00-00,0000-00-00,8,2,0.0,0,1326513320,
xTheFallenx,10721,0,0000-00-00,0000-00-00,0,6,0.0,0,1311914492,
xTheFallenx,10790,10,0000-00-00,0000-00-00,8,2,0.0,0,1348866898,
xTheFallenx,10793,22,0000-00-00,0000-00-00,9,2,0.0,0,1347342740,
xTheFallenx,10805,1,0000-00-00,0000-00-00,7,2,,0,1472225966,
xTheFallenx,10897,1,0000-00-00,0000-00-00,8,2,0.0,0,1326513358,
xTheFallenx,11005,2,0000-00-00,0000-00-00,6,2,0.0,0,1373055873,
xTheFallenx,11021,24,0000-00-00,0000-00-00,7,2,0.0,0,1436436809,
xTheFallenx,11161,0,0000-00-00,0000-00-00,0,6,0.0,0,1335796659,
xTheFallenx,11179,12,0000-00-00,0000-00-00,8,2,0.0,0,1357831402,
xTheFallenx,11235,0,0000-00-00,0000-00-00,0,6,0.0,0,1314144374,
xTheFallenx,11266,1,0000-00-00,0000-00-00,7,2,0.0,0,1357987161,
xTheFallenx,11319,12,0000-00-00,0000-00-00,10,2,0.0,0,1367605952,
xTheFallenx,11491,13,0000-00-00,0000-00-00,7,2,0.0,0,1354189645,
xTheFallenx,11553,1,0000-00-00,0000-00-00,8,2,0.0,0,1358265241,
xTheFallenx,11597,11,0000-00-00,0000-00-00,9,2,0.0,0,1332321602,
xTheFallenx,11617,12,0000-00-00,0000-00-00,9,2,0.0,0,1332607950,
xTheFallenx,11633,10,0000-00-00,0000-00-00,6,2,0.0,0,1379874191,
xTheFallenx,11715,6,0000-00-00,0000-00-00,7,2,0.0,0,1407747578,
xTheFallenx,11743,0,0000-00-00,0000-00-00,0,6,0.0,0,1344599891,
xTheFallenx,11757,25,0000-00-00,0000-00-00,9,2,0.0,0,1411927916,
xTheFallenx,11759,24,0000-00-00,0000-00-00,8,2,0.0,0,1390598942,
xTheFallenx,11783,13,0000-00-00,0000-00-00,9,2,0.0,0,1356999726,
xTheFallenx,11785,12,0000-00-00,0000-00-00,8,2,0.0,0,1357084933,
xTheFallenx,11843,12,0000-00-00,0000-00-00,8,2,0.0,0,1371613789,
xTheFallenx,11887,13,0000-00-00,0000-00-00,9,2,0.0,0,1357546329,
xTheFallenx,11889,1,0000-00-00,0000-00-00,8,2,0.0,0,1373315907,
xTheFallenx,11933,12,0000-00-00,0000-00-00,7,2,0.0,0,1354235022,
xTheFallenx,12021,52,0000-00-00,0000-00-00,9,2,0.0,0,1373122723,
xTheFallenx,12031,38,0000-00-00,0000-00-00,7,2,0.0,0,1398542336,
xTheFallenx,12175,12,0000-00-00,0000-00-00,7,2,0.0,0,1390684425,
xTheFallenx,12189,22,0000-00-00,0000-00-00,8,2,,0,1381943788,
xTheFallenx,12291,12,0000-00-00,0000-00-00,10,2,0.0,0,1342858956,
xTheFallenx,12293,13,0000-00-00,0000-00-00,10,2,0.0,0,1354906326,
xTheFallenx,12367,12,0000-00-00,0000-00-00,7,2,0.0,0,1377116499,
xTheFallenx,12445,12,0000-00-00,0000-00-00,9,2,0.0,0,1372064409,
xTheFallenx,12447,6,0000-00-00,0000-00-00,5,2,0.0,0,1357594914,
xTheFallenx,12487,13,0000-00-00,0000-00-00,9,2,0.0,0,1370885156,
xTheFallenx,12505,1,0000-00-00,0000-00-00,8,2,0.0,0,1365447241,
xTheFallenx,12549,12,0000-00-00,0000-00-00,8,2,0.0,0,1360278958,
xTheFallenx,12665,1,0000-00-00,0000-00-00,5,2,0.0,0,1382726455,
xTheFallenx,12673,0,0000-00-00,0000-00-00,0,6,0.0,0,1326400259,
xTheFallenx,12679,13,0000-00-00,0000-00-00,10,2,0.0,0,1365890688,
xTheFallenx,12729,2,0000-00-00,0000-00-00,8,2,0.0,0,1377976071,
xTheFallenx,13125,0,0000-00-00,0000-00-00,0,6,0.0,0,1503619013,
xTheFallenx,13161,12,0000-00-00,0000-00-00,8,2,0.0,0,1354149347,
xTheFallenx,13333,13,0000-00-00,0000-00-00,6,2,0.0,0,1359458213,
xTheFallenx,13357,6,0000-00-00,0000-00-00,7,2,0.0,0,1436454181,
xTheFallenx,13367,12,0000-00-00,0000-00-00,9,2,0.0,0,1359080224,
xTheFallenx,13377,13,0000-00-00,0000-00-00,9,2,0.0,0,1354189665,
xTheFallenx,13391,1,0000-00-00,0000-00-00,9,2,0.0,0,1464711218,
xTheFallenx,13469,1,0000-00-00,0000-00-00,7,2,0.0,0,1381943738,
xTheFallenx,13587,1,0000-00-00,0000-00-00,9,2,0.0,0,1412770528,
xTheFallenx,13655,26,0000-00-00,0000-00-00,10,2,0.0,0,1395439328,
xTheFallenx,13659,13,0000-00-00,0000-00-00,9,2,0.0,0,1376815341,
xTheFallenx,13663,12,0000-00-00,0000-00-00,10,2,0.0,0,1372064447,
xTheFallenx,13669,0,0000-00-00,0000-00-00,0,6,0.0,0,1345375426,
xTheFallenx,13759,24,0000-00-00,0000-00-00,10,2,0.0,0,1372064360,
xTheFallenx,13859,8,0000-00-00,0000-00-00,8,2,0.0,0,1390612507,
xTheFallenx,13939,2,0000-00-00,0000-00-00,8,2,0.0,0,1390612482,
xTheFallenx,14199,12,0000-00-00,0000-00-00,9,2,0.0,0,1357798327,
xTheFallenx,14227,13,0000-00-00,0000-00-00,8,2,0.0,0,1361024943,
xTheFallenx,14237,12,0000-00-00,0000-00-00,8,2,0.0,0,1390836313,
xTheFallenx,14277,26,0000-00-00,0000-00-00,9,2,0.0,0,1367090378,
xTheFallenx,14407,0,0000-00-00,0000-00-00,0,6,0.0,0,1344355359,
xTheFallenx,14515,12,0000-00-00,0000-00-00,9,2,0.0,0,1374744362,
xTheFallenx,14627,2,0000-00-00,0000-00-00,7,2,0.0,0,1354995398,
xTheFallenx,14653,12,0000-00-00,0000-00-00,9,2,0.0,0,1373069768,
xTheFallenx,14741,12,0000-00-00,0000-00-00,10,2,0.0,0,1356316943,
xTheFallenx,14749,13,0000-00-00,0000-00-00,8,2,0.0,0,1475345026,
xTheFallenx,14811,12,0000-00-00,0000-00-00,10,2,0.0,0,1365938623,
xTheFallenx,14813,13,0000-00-00,0000-00-00,8,2,0.0,0,1372535355,
xTheFallenx,14829,10,0000-00-00,0000-00-00,8,2,0.0,0,1435472492,
xTheFallenx,14833,12,0000-00-00,0000-00-00,7,2,0.0,0,1366520839,
xTheFallenx,14837,1,0000-00-00,0000-00-00,9,2,0.0,0,1464146932,
xTheFallenx,14893,1,0000-00-00,0000-00-00,8,2,0.0,0,1369444262,
xTheFallenx,14967,12,0000-00-00,0000-00-00,8,2,0.0,0,1366030507,
xTheFallenx,15051,13,0000-00-00,0000-00-00,7,2,0.0,0,1479753061,
xTheFallenx,15117,2,0000-00-00,0000-00-00,9,2,0.0,0,1356625253,
xTheFallenx,15119,12,0000-00-00,0000-00-00,6,2,0.0,0,1366573945,
xTheFallenx,15125,12,0000-00-00,0000-00-00,5,2,0.0,0,1376797970,
xTheFallenx,15225,12,0000-00-00,0000-00-00,8,2,0.0,0,1373436533,
xTheFallenx,15315,10,0000-00-00,0000-00-00,7,2,0.0,0,1364221963,
xTheFallenx,15335,1,0000-00-00,0000-00-00,10,2,0.0,0,1397904390,
xTheFallenx,15377,12,0000-00-00,0000-00-00,9,2,0.0,0,1376200988,
xTheFallenx,15379,12,0000-00-00,0000-00-00,8,2,0.0,0,1366462907,
xTheFallenx,15417,13,0000-00-00,0000-00-00,10,2,0.0,0,1373056648,
xTheFallenx,15437,1,0000-00-00,0000-00-00,8,2,0.0,0,1362098109,
xTheFallenx,15451,12,0000-00-00,0000-00-00,10,2,0.0,0,1380548643,
xTheFallenx,15505,6,0000-00-00,0000-00-00,7,2,0.0,0,1461024924,
xTheFallenx,15583,12,0000-00-00,0000-00-00,9,2,0.0,0,1372064467,
xTheFallenx,15591,1,0000-00-00,0000-00-00,8,2,0.0,0,1366011781,
xTheFallenx,15609,1,0000-00-00,0000-00-00,7,2,0.0,0,1374033703,
xTheFallenx,15649,64,0000-00-00,0000-00-00,10,2,0.0,0,1373475027,
xTheFallenx,15687,6,0000-00-00,0000-00-00,7,2,0.0,0,1379029727,
xTheFallenx,15689,4,0000-00-00,0000-00-00,9,2,0.0,0,1359080107,
xTheFallenx,15699,12,0000-00-00,0000-00-00,8,2,0.0,0,1373555669,
xTheFallenx,15769,6,0000-00-00,0000-00-00,5,2,0.0,0,1461437610,
xTheFallenx,15781,1,0000-00-00,0000-00-00,9,2,0.0,0,1373615391,
xTheFallenx,15809,13,0000-00-00,0000-00-00,10,2,0.0,0,1372622173,
xTheFallenx,15879,7,0000-00-00,0000-00-00,6,2,0.0,0,1379006587,
xTheFallenx,16001,4,0000-00-00,0000-00-00,10,2,0.0,0,1357546379,
xTheFallenx,16009,0,0000-00-00,0000-00-00,0,6,0.0,0,1503618990,
xTheFallenx,16049,24,0000-00-00,0000-00-00,10,2,0.0,0,1380491461,
xTheFallenx,16051,12,0000-00-00,0000-00-00,8,2,0.0,0,1380977372,
xTheFallenx,16241,13,0000-00-00,0000-00-00,6,2,0.0,0,1410478374,
xTheFallenx,16317,12,0000-00-00,0000-00-00,6,2,0.0,0,1371329665,
xTheFallenx,16335,1,0000-00-00,0000-00-00,7,2,0.0,0,1436453609,
xTheFallenx,16385,12,0000-00-00,0000-00-00,8,2,0.0,0,1472257521,
xTheFallenx,16405,12,0000-00-00,0000-00-00,7,2,0.0,0,1390851440,
xTheFallenx,16417,0,0000-00-00,0000-00-00,0,6,0.0,0,1360598132,
xTheFallenx,16444,1,0000-00-00,0000-00-00,7,2,0.0,0,1472075987,
xTheFallenx,16498,25,0000-00-00,0000-00-00,8,2,0.0,0,1380502428,
xTheFallenx,16524,13,0000-00-00,0000-00-00,8,2,0.0,0,1373765844,
xTheFallenx,16592,0,0000-00-00,0000-00-00,0,6,0.0,0,1375054284,
xTheFallenx,16614,1,0000-00-00,0000-00-00,8,2,0.0,0,1390836384,
xTheFallenx,16706,12,0000-00-00,0000-00-00,10,2,0.0,0,1380396746,
xTheFallenx,16782,1,0000-00-00,0000-00-00,9,2,0.0,0,1396585712,
xTheFallenx,16866,0,0000-00-00,0000-00-00,0,6,0.0,0,1361025146,
xTheFallenx,16910,13,0000-00-00,0000-00-00,8,2,0.0,0,1372791764,
xTheFallenx,16934,1,0000-00-00,0000-00-00,9,2,0.0,0,1397246896,
xTheFallenx,16982,12,0000-00-00,0000-00-00,8,2,0.0,0,1373436597,
xTheFallenx,17074,26,0000-00-00,0000-00-00,9,2,0.0,0,1420323916,
xTheFallenx,17247,12,0000-00-00,0000-00-00,7,2,0.0,0,1433103314,
xTheFallenx,17265,25,0000-00-00,0000-00-00,10,2,0.0,0,1397903916,
xTheFallenx,17345,6,0000-00-00,0000-00-00,7,2,0.0,0,1427594263,
xTheFallenx,17389,39,0000-00-00,0000-00-00,8,2,0.0,0,1399749687,
xTheFallenx,17397,12,0000-00-00,0000-00-00,7,2,0.0,0,1375226103,
xTheFallenx,17505,26,0000-00-00,0000-00-00,6,2,0.0,0,1381943897,
xTheFallenx,17549,12,0000-00-00,0000-00-00,8,2,0.0,0,1390226919,
xTheFallenx,17641,1,0000-00-00,0000-00-00,8,2,0.0,0,1394786712,
xTheFallenx,17729,13,0000-00-00,0000-00-00,9,2,0.0,0,1420034805,
xTheFallenx,17827,12,0000-00-00,0000-00-00,8,2,0.0,0,1419863885,
xTheFallenx,17831,12,0000-00-00,0000-00-00,9,2,0.0,0,1398372134,
xTheFallenx,17849,12,0000-00-00,0000-00-00,7,2,0.0,0,1448281056,
xTheFallenx,18045,1,0000-00-00,0000-00-00,6,2,0.0,0,1390684439,
xTheFallenx,18229,12,0000-00-00,0000-00-00,8,2,0.0,0,1390367804,
xTheFallenx,18247,12,0000-00-00,0000-00-00,8,2,0.0,0,1389433023,
xTheFallenx,18413,13,0000-00-00,0000-00-00,0,2,0.0,0,1394777637,
xTheFallenx,18671,12,0000-00-00,0000-00-00,8,2,0.0,0,1397318801,
xTheFallenx,18677,12,0000-00-00,0000-00-00,7,2,0.0,0,1417256504,
xTheFallenx,18713,1,0000-00-00,0000-00-00,8,2,0.0,0,1435926302,
xTheFallenx,18753,1,0000-00-00,0000-00-00,10,2,0.0,0,1381321651,
xTheFallenx,18851,1,0000-00-00,0000-00-00,7,2,0.0,0,1455402698,
xTheFallenx,18893,12,0000-00-00,0000-00-00,9,2,0.0,0,1388844883,
xTheFallenx,18897,20,0000-00-00,0000-00-00,10,2,0.0,0,1461434438,
xTheFallenx,19109,5,0000-00-00,0000-00-00,7,2,0.0,0,1455400375,
xTheFallenx,19151,12,0000-00-00,0000-00-00,6,2,0.0,0,1397910317,
xTheFallenx,19163,10,0000-00-00,0000-00-00,8,2,0.0,0,1436541344,
xTheFallenx,19221,10,0000-00-00,0000-00-00,9,2,0.0,0,1389433125,
xTheFallenx,19369,12,0000-00-00,0000-00-00,9,2,0.0,0,1388032305,
xTheFallenx,19685,13,0000-00-00,0000-00-00,8,2,0.0,0,1469394436,
xTheFallenx,19775,12,0000-00-00,0000-00-00,8,2,0.0,0,1405089621,
xTheFallenx,19815,12,0000-00-00,0000-00-00,8,2,0.0,0,1404429475,
xTheFallenx,20021,1,0000-00-00,0000-00-00,7,2,0.0,0,1420293972,
xTheFallenx,20031,12,0000-00-00,0000-00-00,9,2,0.0,0,1407148727,
xTheFallenx,20053,12,0000-00-00,0000-00-00,7,2,0.0,0,1431021167,
xTheFallenx,20431,13,0000-00-00,0000-00-00,7,2,0.0,0,1524874567,
xTheFallenx,20507,12,0000-00-00,0000-00-00,9,2,0.0,0,1448366798,
xTheFallenx,20509,10,0000-00-00,0000-00-00,9,2,0.0,0,1455393902,
xTheFallenx,20541,12,0000-00-00,0000-00-00,9,2,0.0,0,1424713908,
xTheFallenx,20545,1,0000-00-00,0000-00-00,8,2,0.0,0,1417259766,
xTheFallenx,20767,2,0000-00-00,0000-00-00,9,2,0.0,0,1448369900,
xTheFallenx,20785,26,0000-00-00,0000-00-00,8,2,0.0,0,1411936555,
xTheFallenx,20787,13,0000-00-00,0000-00-00,7,2,0.0,0,1404466602,
xTheFallenx,20931,12,0000-00-00,0000-00-00,7,2,0.0,0,1398110198,
xTheFallenx,20973,12,0000-00-00,0000-00-00,8,2,0.0,0,1459309741,
xTheFallenx,21039,12,0000-00-00,0000-00-00,8,2,0.0,0,1485512780,
xTheFallenx,21073,74,0000-00-00,0000-00-00,10,2,0.0,0,1408855515,
xTheFallenx,21085,12,0000-00-00,0000-00-00,8,2,0.0,0,1423923245,
xTheFallenx,21167,12,0000-00-00,0000-00-00,7,2,0.0,0,1405089657,
xTheFallenx,21273,12,0000-00-00,0000-00-00,8,2,0.0,0,1446847368,
xTheFallenx,21415,6,0000-00-00,0000-00-00,8,2,0.0,0,1433103354,
xTheFallenx,21427,13,0000-00-00,0000-00-00,7,2,0.0,0,1462913699,
xTheFallenx,21511,12,0000-00-00,0000-00-00,9,2,0.0,0,1430234315,
xTheFallenx,21557,1,0000-00-00,0000-00-00,8,2,0.0,0,1479161353,
xTheFallenx,21653,1,0000-00-00,0000-00-00,9,2,0.0,0,1498501640,
xTheFallenx,21843,12,0000-00-00,0000-00-00,9,2,0.0,0,1472164432,
xTheFallenx,21879,1,0000-00-00,0000-00-00,7,2,0.0,0,1420301811,
xTheFallenx,21881,24,0000-00-00,0000-00-00,8,2,0.0,0,1420234383,
xTheFallenx,22117,1,0000-00-00,0000-00-00,8,2,0.0,0,1423926926,
xTheFallenx,22147,13,0000-00-00,0000-00-00,10,2,0.0,0,1419639672,
xTheFallenx,22189,12,0000-00-00,0000-00-00,7,2,0.0,0,1498775488,
xTheFallenx,22535,24,0000-00-00,0000-00-00,5,2,0.0,0,1496622464,
xTheFallenx,22663,12,0000-00-00,0000-00-00,8,2,0.0,0,1428322911,
xTheFallenx,22789,12,0000-00-00,0000-00-00,9,2,0.0,0,1412314294,
xTheFallenx,22865,12,0000-00-00,0000-00-00,10,2,0.0,0,1464985636,
xTheFallenx,22877,12,0000-00-00,0000-00-00,7,2,0.0,0,1431021183,
xTheFallenx,23209,0,0000-00-00,0000-00-00,0,6,0.0,0,1525753640,
xTheFallenx,23233,12,0000-00-00,0000-00-00,8,2,0.0,0,1429718991,
xTheFallenx,23277,12,0000-00-00,0000-00-00,10,2,0.0,0,1431463385,
xTheFallenx,23289,12,0000-00-00,0000-00-00,10,2,0.0,0,1411598005,
xTheFallenx,23309,12,0000-00-00,0000-00-00,8,2,0.0,0,1419760086,
xTheFallenx,23321,25,0000-00-00,0000-00-00,6,2,0.0,0,1436145223,
xTheFallenx,23427,1,0000-00-00,0000-00-00,8,2,0.0,0,1398110209,
xTheFallenx,23459,1,0000-00-00,0000-00-00,7,2,0.0,0,1459880750,
xTheFallenx,23587,13,0000-00-00,0000-00-00,8,2,0.0,0,1428792068,
xTheFallenx,23619,1,0000-00-00,0000-00-00,7,2,0.0,0,1435925282,
xTheFallenx,23623,12,0000-00-00,0000-00-00,8,2,0.0,0,1498437320,
xTheFallenx,23755,24,0000-00-00,0000-00-00,9,2,0.0,0,1521308001,
xTheFallenx,23847,13,0000-00-00,0000-00-00,10,2,0.0,0,1435575496,
xTheFallenx,24011,12,0000-00-00,0000-00-00,6,2,0.0,0,1450481048,
xTheFallenx,24075,12,0000-00-00,0000-00-00,10,2,0.0,0,1430573651,
xTheFallenx,24133,12,0000-00-00,0000-00-00,9,2,0.0,0,1451864459,
xTheFallenx,24451,1,0000-00-00,0000-00-00,7,2,0.0,0,1469394465,
xTheFallenx,24455,13,0000-00-00,0000-00-00,7,2,0.0,0,1420041205,
xTheFallenx,24459,1,0000-00-00,0000-00-00,10,2,0.0,0,1472149858,
xTheFallenx,24531,3,0000-00-00,0000-00-00,8,2,0.0,0,1436146975,
xTheFallenx,24703,12,0000-00-00,0000-00-00,5,2,0.0,0,1435921781,
xTheFallenx,25011,5,0000-00-00,0000-00-00,7,2,0.0,0,1455396308,
xTheFallenx,25099,12,0000-00-00,0000-00-00,8,2,0.0,0,1452883069,
xTheFallenx,25159,12,0000-00-00,0000-00-00,10,2,0.0,0,1419636382,
xTheFallenx,25283,12,0000-00-00,0000-00-00,7,2,0.0,0,1443875115,
xTheFallenx,25285,6,0000-00-00,0000-00-00,6,2,0.0,0,1431021203,
xTheFallenx,25345,4,0000-00-00,0000-00-00,10,2,0.0,0,1466988416,
xTheFallenx,25389,1,0000-00-00,0000-00-00,8,2,0.0,0,1464146941,
xTheFallenx,25397,12,0000-00-00,0000-00-00,9,2,0.0,0,1428011207,
xTheFallenx,25689,1,0000-00-00,0000-00-00,6,1,0.0,0,1425489748,
xTheFallenx,25719,1,0000-00-00,0000-00-00,7,2,0.0,0,1498775524,
xTheFallenx,26023,1,0000-00-00,0000-00-00,9,2,0.0,0,1435928690,
xTheFallenx,26057,1,0000-00-00,0000-00-00,7,2,0.0,0,1455393919,
xTheFallenx,26349,13,0000-00-00,0000-00-00,10,2,0.0,0,1419640806,
xTheFallenx,26359,1,0000-00-00,0000-00-00,7,2,0.0,0,1430583450,
xTheFallenx,26443,10,0000-00-00,0000-00-00,8,2,0.0,0,1435361971,
xTheFallenx,27411,1,0000-00-00,0000-00-00,8,2,0.0,0,1500145297,
xTheFallenx,27525,10,0000-00-00,0000-00-00,9,2,0.0,0,1455393941,
xTheFallenx,27631,13,0000-00-00,0000-00-00,10,2,0.0,0,1473991608,
xTheFallenx,27633,6,0000-00-00,0000-00-00,10,2,0.0,0,1425489948,
xTheFallenx,27857,14,0000-00-00,0000-00-00,10,2,0.0,0,1429804005,
xTheFallenx,28025,4,0000-00-00,0000-00-00,9,2,0.0,0,1420485086,
xTheFallenx,28121,13,0000-00-00,0000-00-00,9,2,0.0,0,1435361841,
xTheFallenx,28221,12,0000-00-00,0000-00-00,9,2,0.0,0,1435716565,
xTheFallenx,28297,24,0000-00-00,0000-00-00,10,2,0.0,0,1469014144,
xTheFallenx,28497,12,0000-00-00,0000-00-00,3,2,0.0,0,1447803857,
xTheFallenx,28825,12,0000-00-00,0000-00-00,9,2,0.0,0,1446850447,
xTheFallenx,28851,0,0000-00-00,0000-00-00,0,6,0.0,0,1504014127,
xTheFallenx,28907,12,0000-00-00,0000-00-00,10,2,0.0,0,1448097333,
xTheFallenx,28977,51,0000-00-00,0000-00-00,10,2,0.0,0,1466981039,
xTheFallenx,28979,12,0000-00-00,0000-00-00,10,2,0.0,0,1443914986,
xTheFallenx,29027,1,0000-00-00,0000-00-00,9,2,0.0,0,1435923434,
xTheFallenx,29067,13,0000-00-00,0000-00-00,10,2,0.0,0,1435967156,
